※ 매월 말일자 통계 현황,,,,,,,
,,2022년06월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4831038000,경상남도 거제시 하청면,"3,417","1,764",          1.94,"1,766","1,651",          1.07
4831038500,경상남도 거제시 하청면칠천출장소,"1,062",631,          1.68,537,525,          1.02
4831039000,경상남도 거제시 장목면,"3,058","1,724",          1.77,"1,563","1,495",          1.05
4831039500,경상남도 거제시 장목면외포출장소,"1,344",744,          1.81,671,673,          1.00
4831051000,경상남도 거제시 장승포동,"5,714","2,891",          1.98,"3,109","2,605",          1.19
4831053000,경상남도 거제시 능포동,"9,021","4,120",          2.19,"4,894","4,127",          1.19
4831054000,경상남도 거제시 아주동,"26,760","10,370",          2.58,"14,313","12,447",          1.15
4831055000,경상남도 거제시 옥포1동,"7,087","3,569",          1.99,"3,802","3,285",          1.16
4831056000,경상남도 거제시 옥포2동,"25,482","11,175",          2.28,"13,272","12,210",          1.09
4831057000,경상남도 거제시 장평동,"20,733","10,011",          2.07,"11,691","9,042",          1.29
4831058000,경상남도 거제시 고현동,"33,715","14,926",          2.26,"17,309","16,406",          1.06
4831059000,경상남도 거제시 상문동,"33,927","11,933",          2.84,"17,175","16,752",          1.03
4831060000,경상남도 거제시 수양동,"23,560","8,239",          2.86,"12,019","11,541",          1.04
4833000000,경상남도 양산시 ,"353,886","154,728",          2.29,"177,290","176,596",          1.00
4833025300,경상남도 양산시 물금읍,"119,967","48,393",          2.48,"59,228","60,739",          0.98
4833031000,경상남도 양산시 동면,"38,476","15,973",          2.41,"19,520","18,956",          1.03
4833032000,경상남도 양산시 원동면,"3,386","2,024",          1.67,"1,732","1,654",          1.05
4833033000,경상남도 양산시 상북면,"12,471","6,352",          1.96,"6,351","6,120",          1.04
4833034000,경상남도 양산시 하북면,"8,052","4,292",          1.88,"4,197","3,855",          1.09
4833051000,경상남도 양산시 중앙동,"11,360","6,617",          1.72,"6,051","5,309",          1.14
4833051500,경상남도 양산시 양주동,"32,596","12,929",          2.52,"15,697","16,899",          0.93
4833052000,경상남도 양산시 삼성동,"21,601","10,625",          2.03,"11,349","10,252",          1.11
4833053000,경상남도 양산시 강서동,"8,880","3,840",          2.31,"4,440","4,440",          1.00
4833054000,경상남도 양산시 서창동,"28,176","12,952",          2.18,"14,719","13,457",          1.09
4833055000,경상남도 양산시 소주동,"20,213","9,660",          2.09,"10,118","10,095",          1.00
4833056000,경상남도 양산시 평산동,"30,608","13,423",          2.28,"14,935","15,673",          0.95
4833057000,경상남도 양산시 덕계동,"18,100","7,648",          2.37,"8,953","9,147",          0.98
4833200000,경상남도 양산시웅상출장소 ,0,0,          0.00,0,0,          0.00
4872000000,경상남도 의령군 ,"26,330","15,140",          1.74,"13,000","13,330",          0.98
4872025000,경상남도 의령군 의령읍,"9,398","4,725",          1.99,"4,662","4,736",          0.98
4872031000,경상남도 의령군 가례면,"1,689",899,          1.88,842,847,          0.99
4872032000,경상남도 의령군 칠곡면,"1,155",699,          1.65,569,586,          0.97
4872033000,경상남도 의령군 대의면,"1,047",664,          1.58,509,538,          0.95
4872034000,경상남도 의령군 화정면,"1,495",905,          1.65,730,765,          0.95
4872035000,경상남도 의령군 용덕면,"1,515",904,          1.68,769,746,          1.03
4872036000,경상남도 의령군 정곡면,"1,418",885,          1.60,686,732,          0.94
4872037000,경상남도 의령군 지정면,"1,841","1,147",          1.61,935,906,          1.03
4872038000,경상남도 의령군 낙서면,731,459,          1.59,348,383,          0.91
4872039000,경상남도 의령군 부림면,"2,768","1,690",          1.64,"1,330","1,438",          0.92
4872040000,경상남도 의령군 봉수면,993,660,          1.50,524,469,          1.12
4872041500,경상남도 의령군 궁류면,"1,134",772,          1.47,541,593,          0.91
4872042000,경상남도 의령군 유곡면,"1,146",731,          1.57,555,591,          0.94
4873000000,경상남도 함안군 ,"61,989","30,939",          2.00,"31,631","30,358",          1.04
4873025000,경상남도 함안군 가야읍,"17,898","8,312",          2.15,"9,041","8,857",          1.02
4873025300,경상남도 함안군 칠원읍,"18,853","7,889",          2.39,"9,578","9,275",          1.03
4873031000,경상남도 함안군 함안면,"2,376","1,373",          1.73,"1,208","1,168",          1.03
4873032000,경상남도 함안군 군북면,"6,035","3,547",          1.70,"3,155","2,880",          1.10
4873033000,경상남도 함안군 법수면,"2,814","1,745",          1.61,"1,452","1,362",          1.07
4873034000,경상남도 함안군 대산면,"3,314","2,058",          1.61,"1,667","1,647",          1.01
4873035000,경상남도 함안군 칠서면,"5,228","2,842",          1.84,"2,747","2,481",          1.11
4873036000,경상남도 함안군 칠북면,"1,881","1,137",          1.65,966,915,          1.06
4873038000,경상남도 함안군 산인면,"2,697","1,505",          1.79,"1,352","1,345",          1.01
4873039000,경상남도 함안군 여항면,893,531,          1.68,465,428,          1.09
4874000000,경상남도 창녕군 ,"59,424","32,566",          1.82,"29,660","29,764",          1.00
4874025000,경상남도 창녕군 창녕읍,"16,417","8,018",          2.05,"8,155","8,262",          0.99
4874025300,경상남도 창녕군 남지읍,"11,961","6,119",          1.95,"6,015","5,946",          1.01
4874031000,경상남도 창녕군 고암면,"1,856","1,111",          1.67,927,929,          1.00
4874032000,경상남도 창녕군 성산면,"1,612","1,015",          1.59,771,841,          0.92
4874033000,경상남도 창녕군 대합면,"3,797","2,350",          1.62,"1,967","1,830",          1.07
4874034000,경상남도 창녕군 이방면,"2,459","1,530",          1.61,"1,160","1,299",          0.89
4874035000,경상남도 창녕군 유어면,"1,736","1,099",          1.58,849,887,          0.96
4874036000,경상남도 창녕군 대지면,"2,472","1,383",          1.79,"1,288","1,184",          1.09
4874037000,경상남도 창녕군 계성면,"2,290","1,402",          1.63,"1,156","1,134",          1.02
4874038000,경상남도 창녕군 영산면,"5,240","2,855",          1.84,"2,628","2,612",          1.01
4874039000,경상남도 창녕군 장마면,"1,849","1,122",          1.65,910,939,          0.97
4874040000,경상남도 창녕군 도천면,"2,701","1,564",          1.73,"1,342","1,359",          0.99
4874041000,경상남도 창녕군 길곡면,"1,504",900,          1.67,754,750,          1.01
4874042000,경상남도 창녕군 부곡면,"3,530","2,098",          1.68,"1,738","1,792",          0.97
4882000000,경상남도 고성군 ,"49,987","26,277",          1.90,"25,105","24,882",          1.01
4882025000,경상남도 고성군 고성읍,"23,724","11,290",          2.10,"11,888","11,836",          1.00
4882031000,경상남도 고성군 삼산면,"1,769","1,041",          1.70,919,850,          1.08
4882032000,경상남도 고성군 하일면,"1,809","1,032",          1.75,886,923,          0.96
4882033000,경상남도 고성군 하이면,"2,631","1,376",          1.91,"1,356","1,275",          1.06
4882034000,경상남도 고성군 상리면,"1,569",917,          1.71,774,795,          0.97
4882035000,경상남도 고성군 대가면,"1,622",974,          1.67,837,785,          1.07
4882036000,경상남도 고성군 영현면,860,535,          1.61,393,467,          0.84
4882037000,경상남도 고성군 영오면,"1,369",784,          1.75,675,694,          0.97
4882038000,경상남도 고성군 개천면,"1,084",650,          1.67,533,551,          0.97
4882039000,경상남도 고성군 구만면,"1,038",628,          1.65,525,513,          1.02
4882040000,경상남도 고성군 회화면,"3,499","1,935",          1.81,"1,706","1,793",          0.95
4882041000,경상남도 고성군 마암면,"1,723",961,          1.79,856,867,          0.99
4882042000,경상남도 고성군 동해면,"3,021","1,761",          1.72,"1,557","1,464",          1.06
4882043000,경상남도 고성군 거류면,"4,269","2,393",          1.78,"2,200","2,069",          1.06
4884000000,경상남도 남해군 ,"42,071","22,905",          1.84,"20,423","21,648",          0.94
4884025000,경상남도 남해군 남해읍,"13,024","6,333",          2.06,"6,416","6,608",          0.97
4884031000,경상남도 남해군 이동면,"3,701","2,039",          1.82,"1,785","1,916",          0.93
4884032000,경상남도 남해군 상주면,"1,647",935,          1.76,810,837,          0.97
4884033000,경상남도 남해군 삼동면,"3,853","2,234",          1.72,"1,882","1,971",          0.95
4884034000,경상남도 남해군 미조면,"2,202","1,207",          1.82,"1,143","1,059",          1.08
4884035000,경상남도 남해군 남면,"3,420","2,093",          1.63,"1,655","1,765",          0.94
4884036000,경상남도 남해군 서면,"2,526","1,500",          1.68,"1,221","1,305",          0.94
4884037000,경상남도 남해군 고현면,"3,465","1,904",          1.82,"1,619","1,846",          0.88
4884038000,경상남도 남해군 설천면,"2,772","1,587",          1.75,"1,309","1,463",          0.89
4884039000,경상남도 남해군 창선면,"5,461","3,073",          1.78,"2,583","2,878",          0.90
4885000000,경상남도 하동군 ,"42,975","23,756",          1.81,"21,496","21,479",          1.00
4885025000,경상남도 하동군 하동읍,"9,586","4,855",          1.97,"4,718","4,868",          0.97
4885031000,경상남도 하동군 화개면,"3,026","1,703",          1.78,"1,520","1,506",          1.01
4885032000,경상남도 하동군 악양면,"3,467","1,999",          1.73,"1,723","1,744",          0.99
4885033000,경상남도 하동군 적량면,"1,915","1,104",          1.73,950,965,          0.98
4885034000,경상남도 하동군 횡천면,"1,804","1,044",          1.73,886,918,          0.97
4885035000,경상남도 하동군 고전면,"2,151","1,214",          1.77,"1,055","1,096",          0.96
4885036000,경상남도 하동군 금남면,"3,339","1,974",          1.69,"1,717","1,622",          1.06
4885037000,경상남도 하동군 진교면,"5,851","3,030",          1.93,"2,915","2,936",          0.99
4885038000,경상남도 하동군 양보면,"1,694","1,007",          1.68,822,872,          0.94
4885039000,경상남도 하동군 북천면,"1,641",959,          1.71,799,842,          0.95
4885040000,경상남도 하동군 청암면,"1,414",850,          1.66,746,668,          1.12
4885041000,경상남도 하동군 옥종면,"4,200","2,359",          1.78,"2,138","2,062",          1.04
4885042000,경상남도 하동군 금성면,"2,887","1,658",          1.74,"1,507","1,380",          1.09
4886000000,경상남도 산청군 ,"34,194","19,619",          1.74,"16,900","17,294",          0.98
4886025000,경상남도 산청군 산청읍,"6,691","3,608",          1.85,"3,250","3,441",          0.94
4886031000,경상남도 산청군 차황면,"1,404",880,          1.60,695,709,          0.98
4886032000,경상남도 산청군 오부면,"1,049",627,          1.67,512,537,          0.95
4886033000,경상남도 산청군 생초면,"1,964","1,211",          1.62,957,"1,007",          0.95
4886034000,경상남도 산청군 금서면,"2,855","1,684",          1.70,"1,415","1,440",          0.98
4886035000,경상남도 산청군 삼장면,"1,808","1,056",          1.71,893,915,          0.98
4886036000,경상남도 산청군 시천면,"4,052","2,310",          1.75,"2,026","2,026",          1.00
4886037000,경상남도 산청군 단성면,"5,638","3,397",          1.66,"2,851","2,787",          1.02
4886038000,경상남도 산청군 신안면,"5,524","2,825",          1.96,"2,721","2,803",          0.97
4886039000,경상남도 산청군 생비량면,"1,169",764,          1.53,559,610,          0.92
4886040000,경상남도 산청군 신등면,"2,040","1,257",          1.62,"1,021","1,019",          1.00
4887000000,경상남도 함양군 ,"38,189","20,965",          1.82,"18,473","19,716",          0.94
4887025000,경상남도 함양군 함양읍,"18,100","8,793",          2.06,"8,790","9,310",          0.94
4887031000,경상남도 함양군 마천면,"2,140","1,364",          1.57,"1,026","1,114",          0.92
4887032000,경상남도 함양군 휴천면,"1,534","1,006",          1.52,763,771,          0.99
4887033000,경상남도 함양군 유림면,"1,613","1,009",          1.60,756,857,          0.88
