※ 매월 말일자 통계 현황,,,,,,,
,,2022년06월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2726062000,대구광역시 수성구 상동,"16,011","7,873",          2.03,"7,790","8,221",          0.95
2726063000,대구광역시 수성구 파동,"12,349","5,484",          2.25,"5,908","6,441",          0.92
2726064000,대구광역시 수성구 두산동,"14,157","7,139",          1.98,"6,894","7,263",          0.95
2726065100,대구광역시 수성구 지산1동,"21,505","10,591",          2.03,"10,242","11,263",          0.91
2726065200,대구광역시 수성구 지산2동,"18,348","7,941",          2.31,"8,644","9,704",          0.89
2726066100,대구광역시 수성구 범물1동,"11,204","5,981",          1.87,"5,068","6,136",          0.83
2726066200,대구광역시 수성구 범물2동,"16,921","6,624",          2.55,"8,186","8,735",          0.94
2726067000,대구광역시 수성구 고산1동,"31,217","11,594",          2.69,"15,097","16,120",          0.94
2726068000,대구광역시 수성구 고산2동,"28,503","11,096",          2.57,"14,104","14,399",          0.98
2726069000,대구광역시 수성구 고산3동,"32,754","12,550",          2.61,"15,771","16,983",          0.93
2729000000,대구광역시 달서구 ,"539,024","235,090",          2.29,"265,202","273,822",          0.97
2729051500,대구광역시 달서구 성당동,"22,669","10,521",          2.15,"11,011","11,658",          0.94
2729053500,대구광역시 달서구 두류1.2동,"14,220","8,288",          1.72,"6,941","7,279",          0.95
2729055000,대구광역시 달서구 두류3동,"8,112","4,082",          1.99,"3,924","4,188",          0.94
2729055500,대구광역시 달서구 감삼동,"25,734","11,120",          2.31,"12,497","13,237",          0.94
2729056300,대구광역시 달서구 죽전동,"13,330","6,867",          1.94,"6,557","6,773",          0.97
2729056800,대구광역시 달서구 장기동,"16,945","7,182",          2.36,"8,321","8,624",          0.96
2729057100,대구광역시 달서구 용산1동,"30,540","12,498",          2.44,"15,323","15,217",          1.01
2729057200,대구광역시 달서구 용산2동,"28,371","11,438",          2.48,"14,216","14,155",          1.00
2729057600,대구광역시 달서구 이곡1동,"22,731","9,305",          2.44,"11,408","11,323",          1.01
2729057700,대구광역시 달서구 이곡2동,"16,160","7,092",          2.28,"8,156","8,004",          1.02
2729058500,대구광역시 달서구 신당동,"31,608","17,797",          1.78,"16,148","15,460",          1.04
2729059000,대구광역시 달서구 본리동,"20,281","8,153",          2.49,"10,013","10,268",          0.98
2729060100,대구광역시 달서구 월성1동,"37,647","12,144",          3.10,"18,383","19,264",          0.95
2729060200,대구광역시 달서구 월성2동,"15,594","8,399",          1.86,"7,428","8,166",          0.91
2729061500,대구광역시 달서구 진천동,"51,307","21,058",          2.44,"25,104","26,203",          0.96
2729061700,대구광역시 달서구 유천동,"33,582","10,881",          3.09,"16,516","17,066",          0.97
2729062400,대구광역시 달서구 상인1동,"35,570","13,082",          2.72,"17,384","18,186",          0.96
2729062500,대구광역시 달서구 상인2동,"19,529","9,369",          2.08,"9,680","9,849",          0.98
2729062600,대구광역시 달서구 상인3동,"10,980","6,206",          1.77,"5,243","5,737",          0.91
2729062800,대구광역시 달서구 도원동,"34,951","13,892",          2.52,"16,879","18,072",          0.93
2729063000,대구광역시 달서구 송현1동,"19,164","10,279",          1.86,"9,508","9,656",          0.98
2729064000,대구광역시 달서구 송현2동,"17,888","9,368",          1.91,"8,579","9,309",          0.92
2729065000,대구광역시 달서구 본동,"12,111","6,069",          2.00,"5,983","6,128",          0.98
2771000000,대구광역시 달성군 ,"263,297","112,586",          2.34,"133,546","129,751",          1.03
2771025000,대구광역시 달성군 화원읍,"46,227","19,112",          2.42,"22,927","23,300",          0.98
2771025300,대구광역시 달성군 논공읍,"4,681","2,439",          1.92,"2,535","2,146",          1.18
2771025400,대구광역시 달성군 논공읍공단출장소,"12,970","6,411",          2.02,"6,881","6,089",          1.13
2771025600,대구광역시 달성군 다사읍,"51,121","19,796",          2.58,"25,189","25,932",          0.97
2771025700,대구광역시 달성군 다사읍서재출장소,"39,921","15,294",          2.61,"20,274","19,647",          1.03
2771025900,대구광역시 달성군 유가읍,"29,454","11,304",          2.61,"14,952","14,502",          1.03
2771026200,대구광역시 달성군 옥포읍,"24,867","11,137",          2.23,"12,516","12,351",          1.01
2771026500,대구광역시 달성군 현풍읍,"23,171","12,099",          1.92,"12,173","10,998",          1.11
2771031000,대구광역시 달성군 가창면,"7,738","3,778",          2.05,"3,854","3,884",          0.99
2771033000,대구광역시 달성군 하빈면,"3,527","2,035",          1.73,"1,906","1,621",          1.18
2771038000,대구광역시 달성군 구지면,"19,620","9,181",          2.14,"10,339","9,281",          1.11
2800000000,인천광역시  ,"2,957,066","1,313,975",          2.25,"1,480,432","1,476,634",          1.00
2811000000,인천광역시 중구 ,"147,705","73,401",          2.01,"76,777","70,928",          1.08
2811052000,인천광역시 중구 연안동,"5,960","3,327",          1.79,"3,225","2,735",          1.18
2811053000,인천광역시 중구 신포동,"4,918","2,625",          1.87,"2,487","2,431",          1.02
2811054000,인천광역시 중구 신흥동,"13,433","6,392",          2.10,"6,843","6,590",          1.04
2811056000,인천광역시 중구 도원동,"3,945","2,135",          1.85,"2,024","1,921",          1.05
2811057000,인천광역시 중구 율목동,"3,144","1,837",          1.71,"1,619","1,525",          1.06
2811058500,인천광역시 중구 동인천동,"5,792","3,433",          1.69,"3,076","2,716",          1.13
2811061500,인천광역시 중구 개항동,"7,090","3,758",          1.89,"3,556","3,534",          1.01
2811062000,인천광역시 중구 영종동,"19,427","10,230",          1.90,"10,609","8,818",          1.20
2811062200,인천광역시 중구 영종1동,"44,691","17,220",          2.60,"22,441","22,250",          1.01
2811062800,인천광역시 중구 운서동,"35,473","19,916",          1.78,"18,772","16,701",          1.12
2811063000,인천광역시 중구 용유동,"3,832","2,528",          1.52,"2,125","1,707",          1.24
2811400000,인천광역시 중구영종출장소 ,0,0,          0.00,0,0,          0.00
2811800000,인천광역시 중구용유출장소 ,0,0,          0.00,0,0,          0.00
2814000000,인천광역시 동구 ,"59,017","27,648",          2.13,"29,742","29,275",          1.02
2814051000,인천광역시 동구 만석동,"6,816","3,212",          2.12,"3,531","3,285",          1.07
2814052500,인천광역시 동구 화수1.화평동,"5,938","2,873",          2.07,"3,017","2,921",          1.03
2814053000,인천광역시 동구 화수2동,"7,535","3,749",          2.01,"3,701","3,834",          0.97
2814055500,인천광역시 동구 송현1.2동,"10,264","4,429",          2.32,"5,048","5,216",          0.97
2814057000,인천광역시 동구 송현3동,"3,471","1,889",          1.84,"1,802","1,669",          1.08
2814058000,인천광역시 동구 송림1동,"1,534",681,          2.25,728,806,          0.90
2814059000,인천광역시 동구 송림2동,"2,630","1,531",          1.72,"1,353","1,277",          1.06
2814060500,인천광역시 동구 송림3.5동,"6,169","2,796",          2.21,"3,126","3,043",          1.03
2814061000,인천광역시 동구 송림4동,"6,103","2,567",          2.38,"3,145","2,958",          1.06
2814063000,인천광역시 동구 송림6동,"6,025","2,561",          2.35,"3,026","2,999",          1.01
2814064000,인천광역시 동구 금창동,"2,532","1,360",          1.86,"1,265","1,267",          1.00
2817700000,인천광역시 미추홀구 ,"407,180","195,162",          2.09,"204,996","202,184",          1.01
2817751000,인천광역시 미추홀구 숭의2동,"14,783","7,061",          2.09,"7,459","7,324",          1.02
2817752000,인천광역시 미추홀구 숭의1.3동,"15,809","7,557",          2.09,"7,868","7,941",          0.99
2817753000,인천광역시 미추홀구 숭의4동,"15,942","7,713",          2.07,"7,964","7,978",          1.00
2817754000,인천광역시 미추홀구 용현1.4동,"17,529","10,747",          1.63,"9,545","7,984",          1.20
2817755000,인천광역시 미추홀구 용현2동,"17,766","8,475",          2.10,"8,866","8,900",          1.00
2817756000,인천광역시 미추홀구 용현3동,"7,600","4,461",          1.70,"4,040","3,560",          1.13
2817757000,인천광역시 미추홀구 용현5동,"47,133","20,105",          2.34,"23,356","23,777",          0.98
2817758000,인천광역시 미추홀구 학익1동,"31,736","12,864",          2.47,"15,860","15,876",          1.00
2817759000,인천광역시 미추홀구 학익2동,"18,267","8,175",          2.23,"8,921","9,346",          0.95
2817760000,인천광역시 미추홀구 도화1동,"23,196","11,278",          2.06,"11,612","11,584",          1.00
2817761000,인천광역시 미추홀구 도화2.3동,"33,096","14,695",          2.25,"16,808","16,288",          1.03
2817762000,인천광역시 미추홀구 주안1동,"20,984","12,330",          1.70,"11,004","9,980",          1.10
2817763000,인천광역시 미추홀구 주안2동,"16,657","8,482",          1.96,"8,409","8,248",          1.02
2817764000,인천광역시 미추홀구 주안3동,"8,631","4,491",          1.92,"4,366","4,265",          1.02
2817765000,인천광역시 미추홀구 주안4동,"12,840","6,760",          1.90,"6,425","6,415",          1.00
2817766000,인천광역시 미추홀구 주안5동,"20,731","10,291",          2.01,"10,359","10,372",          1.00
2817767000,인천광역시 미추홀구 주안6동,"21,814","10,131",          2.15,"10,876","10,938",          0.99
2817768000,인천광역시 미추홀구 주안7동,"12,355","6,052",          2.04,"5,990","6,365",          0.94
2817769000,인천광역시 미추홀구 주안8동,"20,813","9,381",          2.22,"10,135","10,678",          0.95
2817770000,인천광역시 미추홀구 관교동,"14,901","6,339",          2.35,"7,286","7,615",          0.96
2817771000,인천광역시 미추홀구 문학동,"14,597","7,774",          1.88,"7,847","6,750",          1.16
2818500000,인천광역시 연수구 ,"387,303","156,489",          2.47,"192,281","195,022",          0.99
2818563000,인천광역시 연수구 옥련1동,"19,137","8,274",          2.31,"9,486","9,651",          0.98
2818564000,인천광역시 연수구 옥련2동,"20,132","7,964",          2.53,"9,934","10,198",          0.97
2818575000,인천광역시 연수구 선학동,"17,012","8,217",          2.07,"8,822","8,190",          1.08
2818576100,인천광역시 연수구 연수1동,"18,958","9,693",          1.96,"10,428","8,530",          1.22
2818576200,인천광역시 연수구 연수2동,"20,881","9,877",          2.11,"10,248","10,633",          0.96
2818576300,인천광역시 연수구 연수3동,"15,918","7,418",          2.15,"7,551","8,367",          0.90
2818576600,인천광역시 연수구 청학동,"24,629","12,689",          1.94,"12,770","11,859",          1.08
2818578000,인천광역시 연수구 동춘1동,"25,267","9,256",          2.73,"12,452","12,815",          0.97
2818579000,인천광역시 연수구 동춘2동,"18,118","6,973",          2.60,"8,812","9,306",          0.95
2818579500,인천광역시 연수구 동춘3동,"18,337","5,812",          3.16,"8,901","9,436",          0.94
2818582000,인천광역시 연수구 송도1동,"38,036","15,191",          2.50,"18,664","19,372",          0.96
2818583000,인천광역시 연수구 송도2동,"36,496","11,856",          3.08,"17,951","18,545",          0.97
2818584000,인천광역시 연수구 송도3동,"48,773","18,891",          2.58,"23,887","24,886",          0.96
2818585000,인천광역시 연수구 송도4동,"25,553","9,437",          2.71,"12,584","12,969",          0.97
2818586000,인천광역시 연수구 송도5동,"40,056","14,941",          2.68,"19,791","20,265",          0.98
2820000000,인천광역시 남동구 ,"512,645","228,231",          2.25,"254,637","258,008",          0.99
2820051000,인천광역시 남동구 구월1동,"31,198","13,240",          2.36,"15,208","15,990",          0.95
2820052000,인천광역시 남동구 구월2동,"35,217","12,806",          2.75,"17,272","17,945",          0.96
2820052100,인천광역시 남동구 구월3동,"30,305","17,773",          1.71,"15,175","15,130",          1.00
2820052200,인천광역시 남동구 구월4동,"14,637","7,893",          1.85,"7,403","7,234",          1.02
2820053000,인천광역시 남동구 간석1동,"18,915","9,272",          2.04,"9,319","9,596",          0.97
2820054000,인천광역시 남동구 간석2동,"21,846","9,466",          2.31,"10,940","10,906",          1.00
2820055000,인천광역시 남동구 간석3동,"27,356","13,178",          2.08,"13,610","13,746",          0.99
2820055100,인천광역시 남동구 간석4동,"29,062","13,550",          2.14,"14,514","14,548",          1.00
2820056000,인천광역시 남동구 만수1동,"16,932","9,004",          1.88,"8,232","8,700",          0.95
2820057000,인천광역시 남동구 만수2동,"24,003","9,867",          2.43,"11,761","12,242",          0.96
2820058000,인천광역시 남동구 만수3동,"17,608","7,507",          2.35,"8,887","8,721",          1.02
2820058100,인천광역시 남동구 만수4동,"20,661","9,105",          2.27,"10,086","10,575",          0.95
2820058200,인천광역시 남동구 만수5동,"15,378","7,754",          1.98,"7,666","7,712",          0.99
2820058300,인천광역시 남동구 만수6동,"24,011","10,304",          2.33,"11,626","12,385",          0.94
2820065000,인천광역시 남동구 장수서창동,"19,734","7,987",          2.47,"9,853","9,881",          1.00
2820065500,인천광역시 남동구 서창2동,"39,230","15,812",          2.48,"19,463","19,767",          0.98
2820066000,인천광역시 남동구 남촌도림동,"20,963","9,412",          2.23,"10,768","10,195",          1.06
2820069000,인천광역시 남동구 논현1동,"31,790","13,477",          2.36,"16,026","15,764",          1.02
2820070000,인천광역시 남동구 논현2동,"32,802","15,141",          2.17,"16,595","16,207",          1.02
2820071000,인천광역시 남동구 논현고잔동,"40,997","15,683",          2.61,"20,233","20,764",          0.97
2823700000,인천광역시 부평구 ,"488,095","216,391",          2.26,"240,774","247,321",          0.97
2823751000,인천광역시 부평구 부평1동,"36,242","16,749",          2.16,"17,383","18,859",          0.92
2823752000,인천광역시 부평구 부평2동,"14,897","7,292",          2.04,"7,428","7,469",          0.99
2823753000,인천광역시 부평구 부평3동,"12,602","6,308",          2.00,"6,282","6,320",          0.99
2823754000,인천광역시 부평구 부평4동,"36,916","18,750",          1.97,"18,234","18,682",          0.98
2823755000,인천광역시 부평구 부평5동,"31,183","15,347",          2.03,"15,332","15,851",          0.97
2823756000,인천광역시 부평구 부평6동,"14,823","7,294",          2.03,"7,316","7,507",          0.97
2823757000,인천광역시 부평구 산곡1동,"12,185","5,620",          2.17,"6,096","6,089",          1.00
2823758000,인천광역시 부평구 산곡2동,"30,690","10,936",          2.81,"15,103","15,587",          0.97
2823758100,인천광역시 부평구 산곡3동,"21,856","8,908",          2.45,"10,595","11,261",          0.94
2823758200,인천광역시 부평구 산곡4동,"17,457","6,652",          2.62,"8,339","9,118",          0.91
2823759100,인천광역시 부평구 청천1동,"6,893","3,468",          1.99,"3,689","3,204",          1.15
2823759200,인천광역시 부평구 청천2동,"35,137","14,648",          2.40,"17,572","17,565",          1.00
2823764100,인천광역시 부평구 갈산1동,"16,440","7,413",          2.22,"8,319","8,121",          1.02
2823764200,인천광역시 부평구 갈산2동,"18,409","8,190",          2.25,"8,902","9,507",          0.94
2823764600,인천광역시 부평구 삼산1동,"32,781","13,929",          2.35,"16,017","16,764",          0.96
2823764800,인천광역시 부평구 삼산2동,"28,445","10,258",          2.77,"13,739","14,706",          0.93
2823765000,인천광역시 부평구 부개1동,"16,634","8,071",          2.06,"8,365","8,269",          1.01
2823766000,인천광역시 부평구 부개2동,"19,925","8,438",          2.36,"9,747","10,178",          0.96
2823766100,인천광역시 부평구 부개3동,"30,234","12,341",          2.45,"14,504","15,730",          0.92
2823767000,인천광역시 부평구 일신동,"12,377","5,195",          2.38,"6,299","6,078",          1.04
2823768000,인천광역시 부평구 십정1동,"19,543","9,073",          2.15,"9,875","9,668",          1.02
2823769000,인천광역시 부평구 십정2동,"22,426","11,511",          1.95,"11,638","10,788",          1.08
2824500000,인천광역시 계양구 ,"292,985","128,181",          2.29,"145,966","147,019",          0.99
2824560100,인천광역시 계양구 효성1동,"27,501","11,780",          2.33,"13,787","13,714",          1.01
2824560200,인천광역시 계양구 효성2동,"28,793","11,779",          2.44,"14,554","14,239",          1.02
2824561100,인천광역시 계양구 계산1동,"19,172","10,104",          1.90,"10,111","9,061",          1.12
2824561200,인천광역시 계양구 계산2동,"15,665","7,920",          1.98,"7,778","7,887",          0.99
2824561300,인천광역시 계양구 계산3동,"18,826","8,619",          2.18,"9,026","9,800",          0.92
2824561400,인천광역시 계양구 계산4동,"22,957","9,208",          2.49,"11,600","11,357",          1.02
2824562100,인천광역시 계양구 작전1동,"27,404","11,216",          2.44,"13,450","13,954",          0.96
2824562200,인천광역시 계양구 작전2동,"19,511","9,081",          2.15,"9,637","9,874",          0.98
2824564000,인천광역시 계양구 작전서운동,"34,628","14,181",          2.44,"17,240","17,388",          0.99
2824571000,인천광역시 계양구 계양1동,"20,514","8,531",          2.40,"10,120","10,394",          0.97
2824572000,인천광역시 계양구 계양2동,"32,784","15,720",          2.09,"16,222","16,562",          0.98
2824573000,인천광역시 계양구 계양3동,"25,230","10,042",          2.51,"12,441","12,789",          0.97
2826000000,인천광역시 서구 ,"571,547","241,083",          2.37,"288,573","282,974",          1.02
2826051500,인천광역시 서구 검암경서동,"45,758","20,139",          2.27,"23,394","22,364",          1.05
2826053000,인천광역시 서구 연희동,"40,066","18,989",          2.11,"20,467","19,599",          1.04
2826053600,인천광역시 서구 청라1동,"31,097","11,874",          2.62,"15,486","15,611",          0.99
2826053700,인천광역시 서구 청라2동,"48,250","18,005",          2.68,"23,928","24,322",          0.98
2826053900,인천광역시 서구 청라3동,"33,211","12,063",          2.75,"16,482","16,729",          0.99
